code,schemeType,fundType,schemeCategory,plan,schemeMin,sip,investmentObjective,aum,risk,fundManager,schemeName,returnsInception,returnsYear1,returnsYear3,returnsYear5,returnsYear10,ISIN,expenseRatio,taxPeriod,navCode
IDDMTMP-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND MONTHLY,5000,Y,The scheme seeks to invest in a diversified set of debt and money market securities with the aim of generating optimal returns over medium term such that the Macaulay duration of the portfolio is between 3 years and 4 years.,30650,4.38613,Suyash Choudhary,IDFC Bond Medium Term Monthly Dividend Reinvest Direct Plan,5.5478,2.1437,4.0677,4.9401,3.24,INF194K01T26,0.76,1095,118402
IDDMTD-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND BIMONTHLY,5000,N,The scheme seeks to invest in a diversified set of debt and money market securities with the aim of generating optimal returns over medium term such that the Macaulay duration of the portfolio is between 3 years and 4 years.,30650,3.69799,Suyash Choudhary,IDFC Bond Medium Term Bi Monthly Dividend Reinvest Direct Plan,6.1308,3.757,4.867,5.6281,9.03,INF194K01T42,0.76,1095,118399
IDDMTD-DP,Open Ended,Debt,Debt - Bonds,DIVIDEND BIMONTHLY,5000,Y,The scheme seeks to invest in a diversified set of debt and money market securities with the aim of generating optimal returns over medium term such that the Macaulay duration of the portfolio is between 3 years and 4 years.,30650,3.69799,Suyash Choudhary,IDFC Bond Medium Term Bi Monthly Dividend Payout Direct Plan,6.1308,3.757,4.867,5.6281,2.22,INF194K01T59,0.76,1095,118399
IDDMTDP-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND BIMONTHLY,5000,Y,The scheme seeks to invest in a diversified set of debt and money market securities with the aim of generating optimal returns over medium term such that the Macaulay duration of the portfolio is between 3 years and 4 years.,30650,3.69799,Suyash Choudhary,IDFC Bond Medium Term Bi Monthly Dividend Reinvest Direct Plan,6.1308,3.757,4.867,5.6281,2.32,INF194K01T59,0.76,1095,118399
IDDMTF-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND FORTNIGHTLY,5000,N,The scheme seeks to invest in a diversified set of debt and money market securities with the aim of generating optimal returns over medium term such that the Macaulay duration of the portfolio is between 3 years and 4 years.,30650,3.44004,Suyash Choudhary,IDFC Bond Medium Term Fortnightly Dividend Reinvest Direct Plan,3.7931,0,2.5426,2.4208,6.96,INF194K01T75,0.76,1095,118404
IDDMTF-DP,Open Ended,Debt,Debt - Bonds,DIVIDEND FORTNIGHTLY,5000,N,The scheme seeks to invest in a diversified set of debt and money market securities with the aim of generating optimal returns over medium term such that the Macaulay duration of the portfolio is between 3 years and 4 years.,30650,3.44004,Suyash Choudhary,IDFC Bond Medium Term Fortnightly Dividend Payout Direct Plan,3.7931,0,2.5426,2.4208,10.35,INF194K01T83,0.76,1095,118404
RLIPAD-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND DAILY,5000,Y,The primary objective of the Scheme is to generate regular income in order to make regular dividend payments to unitholders and the secondary objective is growth of capital.,9320,0.714405,Vivek Sharma,Nippon India Prime Debt Daily Dividend Reinvest Direct Plan,6.2504,5.8441,5.4517,5.8645,10.35,INF204K01C23,0.76,1095,118808
RLIPAW-DP,Open Ended,Debt,Debt - Bonds,DIVIDEND WEEKLY,5000,Y,The primary objective of the Scheme is to generate regular income in order to make regular dividend payments to unitholders and the secondary objective is growth of capital.,9320,1.50478,Vivek Sharma,Nippon India Prime Debt Weekly Dividend Payout Direct Plan,6.2526,6.0397,5.4496,5.8611,5.67,INF204K01C31,0.76,1095,118812
RLIPAW-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND WEEKLY,5000,Y,The primary objective of the Scheme is to generate regular income in order to make regular dividend payments to unitholders and the secondary objective is growth of capital.,9320,1.50478,Vivek Sharma,Nippon India Prime Debt Weekly Dividend Reinvest Direct Plan,6.2526,6.0397,5.4496,5.8611,8.8,INF204K01C49,0.31,1095,118812
IDPM-DP,Open Ended,Debt,Debt - Bonds,DIVIDEND MONTHLY,5000,Y,The primary objective of the Scheme is to generate regular income in order to make regular dividend payments to unitholders and the secondary objective is growth of capital.,9320,2.34885,Vivek Sharma,Nippon India Prime Debt Monthly Dividend Payout Direct Plan,6.6843,6.1439,5.9107,6.3404,10.8,INF204K01C56,0.31,1095,118809
IDPM-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND MONTHLY,5000,Y,The primary objective of the Scheme is to generate regular income in order to make regular dividend payments to unitholders and the secondary objective is growth of capital.,9320,2.34885,Vivek Sharma,Nippon India Prime Debt Monthly Dividend Reinvest Direct Plan,6.6843,6.1439,5.9107,6.3404,1.19,INF204K01C64,0.31,1095,118809
IDPQ-DP,Open Ended,Debt,Debt - Bonds,DIVIDEND QUARTERLY,5000,Y,The primary objective of the Scheme is to generate regular income in order to make regular dividend payments to unitholders and the secondary objective is growth of capital.,9320,3.76521,Vivek Sharma,Nippon India Prime Debt Quarterly Dividend Payout Direct Plan,6.6368,6.2538,5.9281,6.2407,8.31,INF204K01C72,0.31,1095,118811
IDPQ-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND QUARTERLY,5000,Y,The primary objective of the Scheme is to generate regular income in order to make regular dividend payments to unitholders and the secondary objective is growth of capital.,9320,3.76521,Vivek Sharma,Nippon India Prime Debt Quarterly Dividend Reinvest Direct Plan,6.6368,6.2538,5.9281,6.2407,0.74,INF204K01C80,0.31,1095,118811
FRAQ-DP,Open Ended,Debt,Debt - Bonds,DIVIDEND QUARTERLY,5000,Y,The primary objective of the scheme is to generate regular income through investment predominantly in floating rate and money market instruments and fixed rate debt instruments,78320,4.09051,Anju Chhajer,Nippon India Floating Rate Quarterly Dividend Payout Direct Plan,4.3231,6.9655,5.3659,5.793,6.74,INF204K01C98,0.31,1095,118661
FRAQ-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND QUARTERLY,5000,Y,The primary objective of the scheme is to generate regular income through investment predominantly in floating rate and money market instruments and fixed rate debt instruments,78320,4.09051,Anju Chhajer,Nippon India Floating Rate Quarterly Dividend Reinvest Direct Plan,4.3231,6.9655,5.3659,5.793,1.2,INF204K01D06,0.31,1095,118661
RLFRAW-DP,Open Ended,Debt,Debt - Bonds,DIVIDEND WEEKLY,5000,Y,The primary objective of the scheme is to generate regular income through investment predominantly in floating rate and money market instruments and fixed rate debt instruments,78320,1.67542,Anju Chhajer,Nippon India Floating Rate Weekly Dividend Payout Direct Plan,6.1979,6.9356,5.5884,5.7718,3.83,INF204K01D14,0.2,1095,118660
KO12D-DP,Open Ended,Debt,Debt - Bonds,AS N WHEN,5000,Y,The objective of the Plan is to generate risk-free returns through investments in sovereign securities issued by the Central Government and/or State Government(s) and/or any security unconditionally guaranteed by the Government of India; and/or reverse repos in such securities as and when permitted by RBI. A portion of the fund may be invested in Reverse repo; CBLO and/or other similar instruments as may be notified to meet the day-to-day liquidity requirements of the Plan.,3840,7.30022,Abhishek Bisen,Kotak Gilt Investment Quarterly Dividend Payout Direct Plan,7.9083,14.2039,9.3695,8.2925,6.86,INF174K01KG9,0.2,1095,999999
KOP06DDP-DR,Open Ended,Debt,Debt - Bonds,AS N WHEN,5000,N,The objective of the Plan is to generate risk-free returns through investments in sovereign securities issued by the Central Government and/or State Government(s) and/or any security unconditionally guaranteed by the Government of India; and/or reverse repos in such securities as and when permitted by RBI. A portion of the fund may be invested in Reverse repo; CBLO and/or other similar instruments as may be notified to meet the day-to-day liquidity requirements of the Plan.,3840,7.30022,Abhishek Bisen,Kotak Gilt Investment Quarterly Dividend Reinvest Direct Plan,7.9083,14.2039,9.3695,8.2925,11.06,INF174K01KF1,0.2,1095,119758
KO01D-GR,Open Ended,Debt,Debt - Bonds,GROWTH,5000,Y,To generate income by predominantly investing in debt & money market securities issued by Banks; Public Sector Undertaking (PSUs); Public Financial Institutions (PFI); Municipal Bonds and Reverse repos in such securities; sovereign securities issued by the Central Government and State Governments; and/or any security unconditionally guaranteed by the Govt. of India.,52240,1.27958,Deepak Agrawal,Kotak Banking & PSU Growth Direct Plan,9.0488,10.8788,8.6533,8.7679,5.05,INF174K01KH7,0.45,1095,123693
KO11D-DP,Open Ended,Debt,Debt - Bonds,DIVIDEND MONTHLY,5000,Y,To generate income by predominantly investing in debt & money market securities issued by Banks; Public Sector Undertaking (PSUs); Public Financial Institutions (PFI); Municipal Bonds and Reverse repos in such securities; sovereign securities issued by the Central Government and State Governments; and/or any security unconditionally guaranteed by the Govt. of India.,52240,3.10135,Deepak Agrawal,Kotak Investment & Banking PSU Monthly Dividend Payout Direct Plan,6.2639,7.459,6.0647,5.9134,3.64,INF174K01KL9,0.45,1095,999999
KOP03DDP-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND MONTHLY,5000,N,To generate income by predominantly investing in debt & money market securities issued by Banks; Public Sector Undertaking (PSUs); Public Financial Institutions (PFI); Municipal Bonds and Reverse repos in such securities; sovereign securities issued by the Central Government and State Governments; and/or any security unconditionally guaranteed by the Govt. of India.,52240,3.10135,Deepak Agrawal,Kotak Investment & Banking PSU Monthly Dividend Reinvest Direct Plan,6.2639,7.459,6.0647,5.9134,6.02,INF174K01KK1,0.29,1095,123692
KO102D-GR,Open Ended,Debt,Debt - Bonds,GROWTH,5000,Y,The objective of the Plan is to generate risk-free returns through investments in sovereign securities issued by the Central Government and/or State Government(s) and/or any security unconditionally guaranteed by the Government of India; and/or reverse repos in such securities as and when permitted by RBI. A portion of the fund may be invested in Reverse repo; CBLO and/or other similar instruments as may be notified to meet the day-to-day liquidity requirements of the Plan.,3840,5.41916,Abhishek Bisen,Kotak Gilt Investment Providend & Trust Growth Direct Plan,9.1494,14.2038,9.367,9.2459,2.55,INF174K01KM7,0.29,1095,119757
KO104D-GR,Open Ended,Equity,Equity,GROWTH,5000,Y,The investment objective of the scheme is to generate capital appreciation from a diversified portfolio of equity and equity related securities by investing predominantly in small cap companies. There is no assurance that the investment objective of the Scheme will be achieved.,16330,14.5849,Pankaj Tibrewal,Kotak Small Cap Growth Direct Plan,12.5953,-6.5085,1.4129,6.0093,4.67,INF174K01KT2,0.29,1095,120164
KO114D-DP,Open Ended,Equity,Equity,AS N WHEN,5000,Y,The investment objective of the scheme is to generate capital appreciation from a diversified portfolio of equity and equity related securities by investing predominantly in small cap companies. There is no assurance that the investment objective of the Scheme will be achieved.,16330,15.4644,Pankaj Tibrewal,Kotak Small Cap Dividend Payout Direct Plan,12.3831,-7.4064,0.9665,5.7285,10.25,INF174K01KV8,0.45,1095,999999
DFCCG-GR,Open Ended,Debt,Debt - Bonds,GROWTH,100,Y,The Scheme seeks to offer an investment avenue for short term savings by looking to generate returns commensurate with a low risk strategy and with high liquidity; from a portfolio that is invested in debt and money market securities with maturity up to 91 days.,91200,0.175767,Anurag Mittal; Harshal Joshi,IDFC Cash Growth Direct Plan,7.7734,6.0496,6.7293,7.177,0.09,INF194K01I60,0.9,365,118364
DFCCD-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND DAILY,100,Y,The Scheme seeks to offer an investment avenue for short term savings by looking to generate returns commensurate with a low risk strategy and with high liquidity; from a portfolio that is invested in debt and money market securities with maturity up to 91 days.,91200,0.129632,Anurag Mittal; Harshal Joshi,IDFC Cash Daily Dividend Reinvest Direct Plan,5.5975,4.2861,4.7374,5.0678,8.82,INF194K01I78,0.9,365,118366
IDDF271-DR,Open Ended,Debt,Debt - Bonds,AS N WHEN,100,N,The Scheme seeks to offer an investment avenue for short term savings by looking to generate returns commensurate with a low risk strategy and with high liquidity; from a portfolio that is invested in debt and money market securities with maturity up to 91 days.,91200,0.182466,Anurag Mittal; Harshal Joshi,IDFC Cash Periodic Dividend Reinvest Direct Plan,5.1037,6.0491,6.7285,7.1765,9.82,INF194K01I94,1.22,1095,118363
IDDF271-DP,Open Ended,Debt,Debt - Bonds,AS N WHEN,100,Y,The Scheme seeks to offer an investment avenue for short term savings by looking to generate returns commensurate with a low risk strategy and with high liquidity; from a portfolio that is invested in debt and money market securities with maturity up to 91 days.,91200,0.182466,Anurag Mittal; Harshal Joshi,IDFC Cash Periodic Dividend Payout Direct Plan,5.1037,6.0491,6.7285,7.1765,8.29,INF194K01J02,0.65,1095,118363
IDDF271P-DR,Open Ended,Debt,Debt - Bonds,AS N WHEN,100,Y,The Scheme seeks to offer an investment avenue for short term savings by looking to generate returns commensurate with a low risk strategy and with high liquidity; from a portfolio that is invested in debt and money market securities with maturity up to 91 days.,91200,0.182466,Anurag Mittal; Harshal Joshi,IDFC Cash Periodic Dividend Reinvest Direct Plan,5.1037,6.0491,6.7285,7.1765,6.55,INF194K01J02,0.11,1095,118363
IDDFCCM-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND MONTHLY,100,N,The Scheme seeks to offer an investment avenue for short term savings by looking to generate returns commensurate with a low risk strategy and with high liquidity; from a portfolio that is invested in debt and money market securities with maturity up to 91 days.,91200,1.87804,Anurag Mittal; Harshal Joshi,IDFC Cash Monthly Dividend Reinvest Direct Plan,5.5916,4.2972,4.7868,5.0965,2.19,INF194K01J28,0.11,1095,118365
IDDFCCM-DP,Open Ended,Debt,Debt - Bonds,DIVIDEND MONTHLY,100,Y,The Scheme seeks to offer an investment avenue for short term savings by looking to generate returns commensurate with a low risk strategy and with high liquidity; from a portfolio that is invested in debt and money market securities with maturity up to 91 days.,91200,1.87804,Anurag Mittal; Harshal Joshi,IDFC Cash Monthly Dividend Payout Direct Plan,5.5916,4.2972,4.7868,5.0965,9.34,INF194K01J36,0.11,1095,118365
IDDFCCMP-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND MONTHLY,100,Y,The Scheme seeks to offer an investment avenue for short term savings by looking to generate returns commensurate with a low risk strategy and with high liquidity; from a portfolio that is invested in debt and money market securities with maturity up to 91 days.,91200,1.87804,Anurag Mittal; Harshal Joshi,IDFC Cash Monthly Dividend Reinvest Direct Plan,5.5916,4.2972,4.7868,5.0965,2.09,INF194K01J36,0.11,1095,118365
BXBA066-GR,Open Ended,Equity,Equity,GROWTH,5000,Y,The Scheme seeks to generate long term capital appreciation through a portfolio of predominantly equity and equity related securities of companies engaged in manufacturing and infrastructure and related sectors.,390,16.7762,Alok Singh,BOI AXA Manufacturing & Infrastructure Growth Direct Plan,8.0085,-10.7506,2.1655,3.0333,6,INF761K01702,0.11,1095,119364
BXBA067-DR,Open Ended,Equity,Equity,DIVIDEND QUARTERLY,5000,Y,The Scheme seeks to generate long term capital appreciation through a portfolio of predominantly equity and equity related securities of companies engaged in manufacturing and infrastructure and related sectors.,390,16.0945,Alok Singh,BOI AXA Manufacturing & Infrastructure Quarterly Dividend Reinvest Direct Plan,6.2951,-10.7452,2.03,2.6996,2.58,INF761K01710,0.11,1095,119365
